Age,Gender,Education,JobTitle,YearsOfExp,Salary
43.0,Male,Master's Degree,Full Stack Engineer,21.0,187951.0
28.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,60000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0
28.0,Female,Master's Degree,Full Stack Engineer,4.0,82697.0
41.0,Female,PhD,Director of Data Science,16.0,200000.0
31.0,Female,PhD,Research Scientist,8.0,120000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
39.0,Male,PhD,Research Scientist,14.0,185000.0
30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
29.0,Female,Master's Degree,Web Developer,4.0,65000.0
41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
54.0,Male,PhD,Software Engineer Manager,28.0,188484.0
33.0,Male,Bachelor's Degree,Project Manager,8.0,120000.0
30.0,Male,Bachelor's,Network Engineer,3.0,60000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
45.0,Male,PhD,Data Scientist,19.0,190000.0
32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0
47.0,Male,PhD,Data Scientist,19.0,190000.0
49.0,Male,PhD,Senior Project Engineer,17.0,195000.0
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
27.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0
29.0,Female,High School,Customer Service Representative,3.0,35000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,3.0,55000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
27.0,Male,PhD,Marketing Manager,4.0,55000.0
27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0
24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0
39.0,Female,PhD,Director of HR,13.0,130000.0
44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0
48.0,Male,Master's Degree,Director of Marketing,18.0,180000.0
29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0
31.0,Female,Bachelor's,Marketing Coordinator,6.0,55000.0
30.0,Male,PhD,Data Scientist,6.0,100000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0
46.0,Male,PhD,Director of HR,15.0,150000.0
36.0,Female,PhD,Research Scientist,12.0,170000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
40.0,Female,Bachelor's,HR Manager,12.0,80000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
43.0,Male,PhD,Data Scientist,16.0,162000.0
35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0
36.0,Female,PhD,Research Scientist,12.0,170000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
36.0,Female,PhD,Senior Product Marketing Manager,10.0,100000.0
39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
34.0,Male,Master's Degree,Web Developer,8.0,90000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0
34.0,Male,PhD,Research Director,11.0,160000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
32.0,Male,Master's Degree,Back end Developer,6.0,130000.0
46.0,Female,Bachelor's Degree,Senior Software Engineer,20.0,139398.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0
41.0,Male,PhD,Data Scientist,13.0,140000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
24.0,Female,High School,Receptionist,0.0,25000.0
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
28.0,Female,Master's Degree,Marketing Manager,7.0,110000.0
34.0,Female,Master's,UX Designer,5.0,80000.0
47.0,Male,Bachelor's,Senior Sales Manager,20.0,135000.0
31.0,Male,Bachelor's Degree,Front end Developer,6.0,115000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0
48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
44.0,Female,PhD,Director of HR,13.0,135000.0
34.0,Male,PhD,Research Director,12.0,170000.0
27.0,Male,Bachelor's,Software Engineer,4.0,160000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
30.0,Male,Bachelor's Degree,Software Developer,6.0,85000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
30.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0
35.0,Female,Master's Degree,Full Stack Engineer,11.0,151078.0
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
29.0,Male,Bachelor's,Software Engineer,6.0,175000.0
30.0,Female,PhD,Data Scientist,7.0,170000.0
35.0,Female,Bachelor's Degree,Junior Sales Representative,2.0,35000.0
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
24.0,Female,High School,Sales Associate,1.0,30000.0
27.0,Female,High School,Junior HR Generalist,1.0,32000.0
38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
35.0,Male,Bachelor's Degree,Back end Developer,10.0,123386.0
36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0
24.0,Male,Bachelor's,Data Analyst,2.0,95000.0
34.0,Female,PhD,Research Director,10.0,150000.0
30.0,Female,PhD,Data Scientist,7.0,170000.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
38.0,Female,PhD,Software Engineer Manager,15.0,145052.0
34.0,Female,Bachelor's Degree,Human Resources Manager,9.0,99000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
44.0,Male,PhD,Data Scientist,17.0,168000.0
28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0
28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
38.0,Male,PhD,Software Engineer Manager,12.0,141735.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
28.0,Female,Bachelor's Degree,Front end Developer,3.0,80000.0
50.0,Female,Master's Degree,Senior Software Engineer,23.0,183690.0
38.0,Male,Bachelor's Degree,Data Scientist,10.0,150000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
29.0,Female,PhD,Data Scientist,5.0,100000.0
35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
37.0,Female,Master's Degree,Senior Software Engineer,9.0,155000.0
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
36.0,Male,Bachelor's Degree,Front end Developer,7.0,120000.0
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
30.0,Female,Bachelor's,Junior Operations Coordinator,2.0,40000.0
26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0
36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0
27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0
31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,58000.0
34.0,Male,PhD,Research Director,11.0,170000.0
25.0,Male,High School,Junior Sales Associate,1.0,30000.0
54.0,Other,High School,Senior Software Engineer,29.0,158966.0
25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
27.0,Female,Bachelor's Degree,Sales Representative,3.0,45000.0
34.0,Female,Master's,Product Manager,12.0,196000.0
30.0,Male,Bachelor's,Software Engineer,8.0,190000.0
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0
32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
34.0,Male,PhD,Research Director,12.0,170000.0
46.0,Male,PhD,Software Engineer Manager,16.0,185000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
25.0,Male,Master's Degree,Digital Marketing Manager,3.0,50000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0
24.0,Female,High School,Receptionist,0.0,25000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,57000.0
36.0,Male,PhD,Senior Data Scientist,12.0,170000.0
32.0,Female,Master's Degree,Financial Manager,8.0,120000.0
50.0,Female,Bachelor's Degree,Sales Manager,18.0,180000.0
30.0,Female,Master's Degree,Front end Developer,5.0,105000.0
23.0,Female,High School,Sales Executive,1.0,35000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
36.0,Male,PhD,Senior Research Scientist,11.0,135000.0
29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0
26.0,Male,Bachelor's Degree,Back end Developer,2.0,65000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
36.0,Male,Bachelor's,Sales Manager,9.0,95000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
29.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,91903.0
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0
35.0,Female,Bachelor's,Product Manager,12.0,190000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
34.0,Female,PhD,Research Director,12.0,170000.0
26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
38.0,Male,Master's Degree,Marketing Director,14.0,195000.0
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0
50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0
36.0,Female,PhD,Research Scientist,13.0,185000.0
44.0,Female,PhD,Data Scientist,18.0,183000.0
27.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
31.0,Female,Master's Degree,Senior Software Engineer,6.0,113065.0
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
44.0,Male,PhD,Software Engineer Manager,19.0,172955.0
51.0,Male,PhD,Marketing Manager,19.0,190000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0
42.0,Male,Master's Degree,Product Manager,14.0,180000.0
41.0,Female,PhD,Senior Marketing Director,17.0,160000.0
34.0,Male,Master's Degree,Data Scientist,9.0,140000.0
32.0,Female,Master's Degree,Marketing Manager,6.0,77000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0
29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0
31.0,Male,Bachelor's Degree,Project Manager,6.0,100000.0
40.0,Female,Master's Degree,Senior Software Engineer,16.0,138032.0
39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177177.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0
34.0,Male,Master's Degree,Full Stack Engineer,12.0,160976.0
35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0
29.0,Female,PhD,Data Scientist,5.0,100000.0
24.0,Female,High School,Senior Project Engineer,1.0,52731.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0
33.0,Male,High School,Junior Sales Associate,1.0,25000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
35.0,Female,PhD,Research Director,11.0,160000.0
31.0,Female,Master's,Data Scientist,6.0,180000.0
32.0,Female,Bachelor's,Marketing Coordinator,4.0,50000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
32.0,Male,Master's Degree,Back end Developer,7.0,120000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0
46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,50000.0
24.0,Female,High School,Receptionist,0.0,25000.0
31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
49.0,Female,Bachelor's Degree,Back end Developer,19.0,120177.0
33.0,Male,PhD,Data Scientist,8.0,190000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
48.0,Male,Master's,Director of Marketing,21.0,180000.0
23.0,Female,High School,Back end Developer,1.0,52807.0
34.0,Male,PhD,Director of HR,9.0,95000.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
41.0,Male,Master's Degree,Front end Developer,13.0,127346.0
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0
41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0
26.0,Male,High School,Junior Sales Associate,1.0,26000.0
28.0,Female,Master's,Data Scientist,6.0,150000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
27.0,Male,Bachelor's Degree,Back end Developer,3.0,85000.0
34.0,Male,Bachelor's Degree,Operations Manager,8.0,101000.0
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0
43.0,Female,PhD,Senior Project Engineer,14.0,190000.0
31.0,Male,Bachelor's Degree,Full Stack Engineer,6.0,115000.0
44.0,Female,PhD,Senior Data Engineer,16.0,160000.0
26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0
33.0,Female,Master's,Product Manager,11.0,195000.0
37.0,Male,Master's Degree,Marketing Director,14.0,190000.0
27.0,Male,High School,Sales Manager,2.0,40000.0
42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
31.0,Male,Bachelor's Degree,Front end Developer,7.0,103282.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
36.0,Male,Bachelor's Degree,Sales Representative,6.0,75000.0
28.0,Male,Bachelor's Degree,Marketing Analyst,3.0,65000.0
34.0,Male,PhD,Research Director,11.0,160000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0
25.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
23.0,Male,High School,Junior Sales Associate,1.0,26000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
29.0,Female,Master's Degree,Web Developer,4.0,65000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
36.0,Female,Master's Degree,Marketing Manager,11.0,117000.0
24.0,Male,High School,Delivery Driver,0.0,28000.0
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0
27.0,Male,High School,Sales Executive,2.0,40000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0
32.0,Female,Bachelor's,Junior Account Manager,5.0,55000.0
36.0,Male,Master's Degree,Full Stack Engineer,13.0,147326.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
35.0,Male,PhD,Senior Research Scientist,10.0,130000.0
26.0,Male,High School,Junior Sales Associate,2.0,30000.0
36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0
31.0,Female,PhD,Research Scientist,8.0,120000.0
28.0,Male,Bachelor's,Software Engineer,4.0,160000.0
25.0,Female,High School,Customer Service Representative,1.0,30000.0
27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0
30.0,Female,Bachelor's Degree,Junior Marketing Manager,4.0,57000.0
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0
30.0,Female,Master's Degree,Back end Developer,6.0,130000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0
42.0,Female,Master's Degree,Digital Marketing Manager,14.0,140000.0
27.0,Female,Bachelor's Degree,Junior Software Developer,2.0,36000.0
27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
27.0,Female,Master's Degree,Back end Developer,2.0,70000.0
44.0,Male,PhD,Data Scientist,18.0,182000.0
30.0,Female,PhD,Data Scientist,7.0,185000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
50.0,Female,Bachelor's Degree,Senior Project Engineer,25.0,177862.0
33.0,Female,Master's Degree,Marketing Manager,9.0,135000.0
46.0,Male,PhD,Senior Manager,20.0,170000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0
26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0
34.0,Male,Master's Degree,Back end Developer,8.0,140000.0
50.0,Male,PhD,Data Scientist,23.0,225000.0
26.0,Female,Master's Degree,Front end Developer,3.0,73218.0
25.0,Other,High School,Full Stack Engineer,2.0,69032.0
33.0,Female,Master's Degree,Back end Developer,5.0,110000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
25.0,Male,High School,Junior Sales Associate,2.0,30000.0
39.0,Female,Master's Degree,Marketing Manager,11.0,120000.0
24.0,Male,Master's Degree,Back end Developer,0.0,55538.0
48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0
34.0,Male,PhD,Research Director,12.0,170000.0
29.0,Male,Bachelor's Degree,Product Manager,5.0,80000.0
27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0
29.0,Female,High School,Junior Sales Associate,1.0,25000.0
28.0,Female,PhD,Director of Marketing,6.0,105000.0
35.0,Female,Bachelor's Degree,Back end Developer,10.0,114776.0
43.0,Male,PhD,Data Scientist,17.0,179000.0
30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0
42.0,Female,Master's Degree,Director of HR,12.0,120000.0
45.0,Male,Master's Degree,Senior Software Engineer,22.0,182506.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
28.0,Female,Master's Degree,Financial Analyst,4.0,80000.0
26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0
26.0,Female,High School,Sales Associate,1.0,35000.0
36.0,Male,Bachelor's,Senior Product Manager,8.0,95000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
47.0,Male,PhD,Senior Product Marketing Manager,17.0,170000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
36.0,Male,Master's Degree,Full Stack Engineer,13.0,146351.0
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0
25.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0
36.0,Female,PhD,Research Scientist,12.0,170000.0
25.0,Female,Master's Degree,Software Engineer,2.0,60000.0
32.0,Female,Bachelor's Degree,Product Manager,7.0,110000.0
29.0,Female,Master's,Data Scientist,6.0,150000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
28.0,Female,Bachelor's Degree,Junior Software Developer,2.0,37000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
27.0,Male,Bachelor's Degree,Software Engineer,3.0,75000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0
44.0,Female,PhD,Software Engineer Manager,18.0,157872.0
54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
50.0,Male,PhD,Senior Project Engineer,19.0,200000.0
28.0,Male,High School,Juniour HR Generalist,2.0,43000.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
34.0,Male,Master's Degree,Senior Data Scientist,9.0,125000.0
30.0,Female,PhD,Data Scientist,5.0,180000.0
42.0,Male,PhD,Data Scientist,13.0,140000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
30.0,Female,Master's Degree,Full Stack Engineer,5.0,102465.0
45.0,Male,PhD,Senior Project Engineer,16.0,185000.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
45.0,Male,PhD,Director of HR,13.0,135000.0
30.0,Female,High School,Junior Sales Associate,1.0,25000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
35.0,Female,Master's Degree,Data Analyst,9.0,120000.0
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0
34.0,Male,PhD,Research Director,12.0,170000.0
24.0,Male,High School,Junior Sales Associate,1.0,25000.0
50.0,Male,PhD,Senior Project Engineer,18.0,195000.0
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0
33.0,Male,PhD,Sales Director,10.0,155000.0
42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0
24.0,Female,High School,Receptionist,0.0,25000.0
40.0,Female,Master's Degree,Marketing Coordinator,12.0,122000.0
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0
21.0,Female,High School,Junior Sales Representative,0.0,25000.0
26.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0
29.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
45.0,Male,Master's Degree,Marketing Manager,20.0,204000.0
29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0
26.0,Male,Bachelor's,Data Analyst,3.0,120000.0
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0
26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0
32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0
29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0
31.0,Female,PhD,Data Scientist,8.0,140000.0
26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0
32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0
30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0
24.0,Male,Bachelor's Degree,Financial Analyst,1.0,55000.0
34.0,Male,Master's Degree,Software Engineer Manager,9.0,146075.0
27.0,Male,Bachelor's Degree,Front end Developer,3.0,80000.0
33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0
27.0,Male,High School,Digital Marketing Manager,2.0,40000.0
27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0
30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0
29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0
24.0,Male,Bachelor's Degree,Back end Developer,1.0,55935.0
27.0,Female,Bachelor's,Product Manager,4.0,150000.0
40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
24.0,Male,High School,Sales Associate,1.0,35000.0
36.0,Male,Bachelor's Degree,Financial Analyst,11.0,150000.0
49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
42.0,Male,Master's Degree,Full Stack Engineer,19.0,177347.0
27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0
37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0
50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0
29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0
29.0,Female,Master's,Data Scientist,6.0,180000.0
44.0,Male,PhD,Senior Data Scientist,16.0,160000.0
28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0
26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0
38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0
28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0
33.0,Female,Master's,Product Manager,11.0,198000.0
34.0,Female,Master's,Senior Financial Advisor,6.0,80000.0
30.0,Female,PhD,Data Scientist,7.0,170000.0
